,Title,Risk,URL
122,Innovative Industrial Properties stock gains after Compass Point upgrade (NYSE:IIPR) | Seeking Alpha,1,https://seekingalpha.com/news/3883766-innovative-industrial-properties-stock-gains-after-compass-point-upgrade?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
123,"Adhera Therapeutics announces CEO, senior management changes, plans for NASDAQ uplist | Seeking Alpha",1,https://seekingalpha.com/news/3883760-adhera-therapeutics-gains-on-announcing-ceo-senior-management-changes-plans-for-nasdaq-uplist?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
124,Coherus to launch its biosimilar to Roche's eye disorder drug Lucentis in U.S. on Oct. 3 | Seeking Alpha,1,https://seekingalpha.com/news/3883758-coherus-to-launch-its-biosimilar-to-roches-eye-disorder-drug-lucentis-in-us-on-oct-3?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
125,Aptevo Therapeutics receives approval to begin human trial of solid tumor therapy (APVO) | Seeking Alpha,1,https://seekingalpha.com/news/3883756-aptevo-therapeutics-receives-approval-to-begin-human-trial-of-solid-tumor-therapy?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
126,BioLineRx stock slips on $15M securities offering | Seeking Alpha,0,https://seekingalpha.com/news/3883702-biolinerx-stock-slips-on-15m-securities-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
127,Genfit to acquire Swiss-based Versantis in liver diseases biotech  (NASDAQ:GNFT) | Seeking Alpha,1,https://seekingalpha.com/news/3883698-genfit-to-acquire-swiss-based-versantis-focused-on-liver-diseases?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
128,Neurostimulation device maker Nexalin stock drops 51% following $10M IPO (NASDAQ:NXL) | Seeking Alpha,0,https://seekingalpha.com/news/3883502-neurostimulation-device-maker-nexalin-stock-drops-following-10m-ipo?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
129,Democratic lawmakers turn up pressure to get marijuana banking reform passed (TCNNF) | Seeking Alpha,0,https://seekingalpha.com/news/3883125-democratic-lawmakers-turn-up-pressure-to-get-marijuana-banking-reform-passed
130,Rhythm Pharmaceuticals stock slides on pricing stock offering at $26.00/share | Seeking Alpha,0,https://seekingalpha.com/news/3882903-rhythm-pharmaceuticals-stock-slides-on-pricing-stock-offering-at-2600share?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
131,"Danaher stock rises 4.5% on revenue growth guidance, plan to spin off segment | Seeking Alpha",1,https://seekingalpha.com/news/3882852-danaher-stock-rises-45-on-revenue-growth-guidance-plan-to-spin-off-segment?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
132,"CVS buys Signify Health for $30.50/share, expanding reach in home healthcare (NYSE:CVS) | Seeking Alpha",1,https://seekingalpha.com/news/3880259-cvs-to-buy-signify-health-for-3050share?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
133,"BridgeBio, Sentynl's Nulibry for rare disorder in children gets approval in EU | Seeking Alpha",1,https://seekingalpha.com/news/3884367-bridgebio-sentynls-nulibry-for-rare-disorder-in-children-get-approval-in-eu?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain
134,Humana upgraded to overweight at Morgan Stanley on improve Medicare Advantage positioning | Seeking Alpha,1,https://seekingalpha.com/news/3884443-humana-upgraded-to-overweight-at-morgan-stanley-on-improved-medicare-advantage-positioning?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
135,Shuttle stock falls 10% amid manufacturing contract for ropidoxuridine with TCG | Seeking Alpha,0,https://seekingalpha.com/news/3884434-shuttle-stock-falls-amid-manufacturing-contract-for-ropidoxuridine-with-tcg?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
136,Change Healthcare gains after judge denies DOJ block of UNH; DOJ evaluating next steps | Seeking Alpha,1,https://seekingalpha.com/news/3884279-change-healthcare-gains-after-judge-denies-doj-block-of-unh-deal-doj-evaluating-next-steps?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
137,Satsuma stock rises as migraine therapy STS101 shows safety in phase 3 trial | Seeking Alpha,1,https://seekingalpha.com/news/3884412-satsuma-stock-rises-as-migraine-therapy-sts101-shows-safety-in-phase-3-trial?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
138,FDA warns of potential cybersecurity risk for a Medtronic insulin pump system | Seeking Alpha,0,https://seekingalpha.com/news/3884475-fda-warns-of-potential-cybersecurity-risk-for-a-medtronic-insulin-pump-system?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atrending
139,Why did Change Healthcare stock jump? Won court approval for UnitedHealth deal | Seeking Alpha,1,https://seekingalpha.com/news/3884635-why-did-change-healthcare-stock-jump-won-court-approval-for-unitedhealth-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Ahealthcare
140,"Bitcoin falls below $19K, marking a 3-month trading low | Seeking Alpha",0,https://seekingalpha.com/news/3883649-bitcoin-falls-below-19k-marking-a-3-month-trading-low?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
141,Ecoark says HUMBL acquisition of Agora Digital terminated | Seeking Alpha,0,https://seekingalpha.com/news/3883537-ecoark-says-humbl-acquisition-of-agora-digital-terminated?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
142,"El Salvador, the first to make bitcoin legal tender, debt rating cut again at Fitch | Seeking Alpha",1,https://seekingalpha.com/news/3883536-el-salvador-the-first-to-make-bitcoin-legal-tender-debt-rating-cut-again-at-fitch?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
143,"BigCommerce teams up with BitPay, CoinPayments to launch crypto payments for merchants | Seeking Alpha",1,https://seekingalpha.com/news/3883294-bigcommerce-teams-up-with-bitpay-coinpayments-to-launch-crypto-payments-for-merchants?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
144,"Bitcoin, ether, crypto-focused stocks slide as investors digest raft of economic data | Seeking Alpha",0,https://seekingalpha.com/news/3883140-bitcoin-ether-crypto-focused-stocks-slide-as-investors-digest-raft-of-economic-data?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
145,DoubleLine's Gundlach sees the S&P 500 falling 20%-25%  (SP500) | Seeking Alpha,0,https://seekingalpha.com/news/3882498-doublelines-gundlach-sees-the-sp-500-falling-20-25?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
146,Robinhood CEO says bitcoin most popular recurring investment on platform (NASDAQ:HOOD) | Seeking Alpha,1,https://seekingalpha.com/news/3882426-robinhood-ceo-says-bitcoin-most-popular-recurring-investment-on-platform?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
147,Blockchain.com wins provisional regulatory approval to operate in Dubai | Seeking Alpha,1,https://seekingalpha.com/news/3881728-blockchaincom-wins-provisional-regulatory-approval-to-operate-in-dubai-report?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
148,"Bitcoin surges back to above $20K as stock market climbs, dollar rally stalls | Seeking Alpha",1,https://seekingalpha.com/news/3881642-bitcoin-surges-back-above-20k-as-stock-index-futures-climb-dollar-rally-stalls?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
149,"Coinbase stock climbs as Daiwa upgrades to Buy, citing ether-Merge tailwinds (NASDAQ:COIN) | Seeking Alpha",1,https://seekingalpha.com/news/3881600-coinbase-stock-climbs-as-daiwa-upgrades-to-buy-citing-ether-merge-tailwinds?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
150,Coinbase backs lawsuit filed against Treasury after Tornado Cash sanctions (NASDAQ:COIN) | Seeking Alpha,0,https://seekingalpha.com/news/3881278-coinbase-backs-lawsuit-filed-against-treasury-after-tornado-cash-sanctions?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
151,"Crypto miner Bit Digital earned 145.3 Bitcoins in August, up 2% M/M (NASDAQ:BTBT) | Seeking Alpha",1,https://seekingalpha.com/news/3881065-crypto-miner-bit-digital-earned-1453-bitcoins-in-august-up-2-mm?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
152,"Bitcoinâs market cap falls below $1 Trillion, as the digital token flirts with YTD lows | Seeking Alpha",0,https://seekingalpha.com/news/3880727-bitcoins-market-cap-falls-below-1-trillion-as-the-digital-token-flirts-with-ytd-lows?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
153,"Riot Blockchain reduces bitcoin production in August, reducing power costs (NASDAQ:RIOT) | Seeking Alpha",0,https://seekingalpha.com/news/3880605-riot-blockchain-reduces-bitcoin-production-in-august-reducing-power-costs?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
154,"Short-bitcoin investment products see record inflows amid market slump, report shows | Seeking Alpha",1,https://seekingalpha.com/news/3880561-short-bitcoin-investment-products-see-record-inflows-amid-market-slump-report-shows?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
155,"Bitcoin slides after Powell's Jackson Hole speech, crypto market cap back to under $1T | Seeking Alpha",0,https://seekingalpha.com/news/3877149-bitcoin-slides-after-powells-jackson-hole-speech-crypto-market-cap-back-to-under-1t?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
156,South Korea is said to explore taxing recipients of crypto airdrops | Seeking Alpha,1,https://seekingalpha.com/news/3875507-south-korea-is-said-to-explore-taxing-recipients-of-crypto-airdrops?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
157,"Bitcoin falls toward $21K, pulling down Hut 8, Marathon Digital, Riot shares (NASDAQ:BITF) | Seeking Alpha",0,https://seekingalpha.com/news/3874991-bitcoin-falls-toward-21k-pulling-down-hut-8-marathon-digital-riot-shares?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
158,Bitcoin dips as Fed minutes reveal downside risks from rate hikes (Cryptocurrency:BTC-USD) | Seeking Alpha,0,https://seekingalpha.com/news/3874305-bitcoin-in-the-red-as-fed-minutes-reveal-downside-risks-from-rate-hike-campaign?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Acrypto
159,Apple raising app store prices in Europe and Asia next month (NASDAQ:AAPL) | Seeking Alpha,0,https://seekingalpha.com/news/3884211-apple-raising-app-store-prices-in-europe-and-asia-next-month?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
160,Musk seeks sanctions exemption to bring satellite internet to Iran (Private:STRLK) | Seeking Alpha,1,https://seekingalpha.com/news/3884203-musk-seeks-sanctions-exemption-to-bring-satellite-internet-to-iran?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
161,Sony's 'Woman King' surpasses forecasts with $19M at box office (NYSE:SONY) | Seeking Alpha,1,https://seekingalpha.com/news/3884133-sonys-woman-king-surpasses-forecasts-with-19m-at-box-office?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
162,"Take-Two's 'Grand Theft Auto' leak doesn't mean catastrophe, analysts say (NASDAQ:TTWO) | Seeking Alpha",0,https://seekingalpha.com/news/3884132-take-twos-grand-theft-auto-leak-doesnt-mean-catastrophe-analysts?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
163,Startek stock drops after holder CSP Management formally withdraws bid (NYSE:SRT) | Seeking Alpha,0,https://seekingalpha.com/news/3884131-startek-drops-after-holder-csp-management-formally-withdraws-bid?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
164,Former Twitter CEO Dorsey faces Tuesday deposition in Musk case (NYSE:TWTR) | Seeking Alpha,0,https://seekingalpha.com/news/3884115-former-twitter-ceo-dorsey-faces-tuesday-deposition-in-musk-case?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
165,Zendesk stockholders approve merger with consortium | Seeking Alpha,1,https://seekingalpha.com/news/3884093-zendesk-stockholders-approve-merger-with-consortium?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
166,"Apple's satellite phone ambitions may mean new users, boon for Globalstar - FT (NYSE:GSAT) | Seeking Alpha",1,https://seekingalpha.com/news/3884048-apples-satellite-phone-ambitions-could-mean-new-users-boon-for-globalstar-ft?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
167,Apple ticks up as tech giant likely to increase iPhone 14 Pro shipment forecast: analyst | Seeking Alpha,1,https://seekingalpha.com/news/3883801-apple-ticks-up-as-tech-giant-likely-to-increase-iphone-14-pro-shipment-forecast-analyst?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
168,Sea Limited cutting 3% of Shopee workers in Indonesia (NYSE:SE) | Seeking Alpha,0,https://seekingalpha.com/news/3883785-sea-limited-cutting-3-of-shopee-workers-in-indonesia?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
169,Creatd stock slips on $800K shelf offering | Seeking Alpha,0,https://seekingalpha.com/news/3883771-creatd-stock-slips-on-800k-shelf-offering?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
170,Security stocks expected to gain more strength as network breaches continue | Seeking Alpha,1,https://seekingalpha.com/news/3883527-security-stocks-expected-to-gain-more-strength-as-network-breaches-continue?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
171,"Communications stocks dive for week, and Meta finds 3.5-year low (NASDAQ:NFLX) | Seeking Alpha",0,https://seekingalpha.com/news/3883563-communications-stocks-dive-for-week-as-meta-finds-35-year-low?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
172,Wix.com stock jumps after report activist Starboard took stake (NASDAQ:WIX) | Seeking Alpha,0,https://seekingalpha.com/news/3883529-wixcom-gains-after-report-activist-starboard-stake
173,Veon notes third quarter boosting its 2022 revenue pace (NASDAQ:VEON) | Seeking Alpha,1,https://seekingalpha.com/news/3883503-veon-notes-third-quarter-boosting-its-2022-revenue-pace?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
174,Baidu shares slip despite new upbeat views from UBS (NASDAQ:BIDU) | Seeking Alpha,0,https://seekingalpha.com/news/3883420-baidu-shares-slip-despite-new-upbeat-views-from-ubs?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
175,Adobe continues dip as analysts downgrade on Figma deal uncertainty | Seeking Alpha,0,https://seekingalpha.com/news/3883371-adobe-continues-dip-as-analysts-downgrade-on-figma-deal-uncertainty?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
176,Vimeo posts 1% Y/Y growth in subscribers for month of August | Seeking Alpha,1,https://seekingalpha.com/news/3882866-vimeo-posts-1-yy-growth-in-subscribers-for-month-of-august?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
177,Adobe gets no relief after it 'overpaid' for Figma (NASDAQ:ADBE) | Seeking Alpha,0,https://seekingalpha.com/news/3883185-adobe-gets-no-relief-after-it-overpaid-for-figma?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
178,Ericsson slips amid double downgrade to Underperform at Credit Suisse (NASDAQ:ERIC) | Seeking Alpha,0,https://seekingalpha.com/news/3883168-ericsson-slips-amid-double-downgrade-to-underperform-at-credit-suisse?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
179,"IronNet plunges by almost 50% following 'disastrous' results, co-CEO's departure | Seeking Alpha",0,https://seekingalpha.com/news/3883000-ironnet-plunges-by-almost-50-following-disastrous-results-co-ceos-departure?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
180,Netflix aiming for 40M ad-supported viewers by Q3 next year - WSJ (NASDAQ:NFLX) | Seeking Alpha,0,https://seekingalpha.com/news/3882801-netflix-aiming-for-40m-ad-supported-viewers-by-q3-next-year-wsj?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
181,AST SpaceMobile gains on successful launch of test satellite (NASDAQ:ASTS) | Seeking Alpha,1,https://seekingalpha.com/news/3882679-ast-spacemobile-gains-on-successful-launch-of-test-satellite?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
182,Tencent Music stock gains on report it may list in Hong Kong as soon as next week | Seeking Alpha,1,https://seekingalpha.com/news/3882665-tencent-music-gains-on-report-it-may-list-in-hong-kong-as-soon-as-next-week?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
183,Radware launches new cloud security center in the United Arab Emirates | Seeking Alpha,1,https://seekingalpha.com/news/3882608-radware-launches-new-cloud-security-center-in-the-united-arab-emirates?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
184,Airtel and IBM team up to bring secured edge cloud services to Indian enterprises | Seeking Alpha,1,https://seekingalpha.com/news/3882588-airtel-and-ibm-team-up-to-bring-secured-edge-cloud-services-to-indian-enterprises?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
185,Altair to acquire data analytics firm RapidMiner | Seeking Alpha,1,https://seekingalpha.com/news/3882476-altair-to-acquire-data-analytics-firm-rapidminer?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
186,Nvidia hits 52-week low as chips plunge after hot inflation report | Seeking Alpha,0,https://seekingalpha.com/news/3882384-advanced-micro-devices-nvidia-pace-semiconductor-decline-after-latest-inflation-report?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Atechnology
187,Twitter whistleblower testifies company is misleading on security (NYSE:TWTR) | Seeking Alpha,0,https://seekingalpha.com/news/3882354-twitter-whistleblower-testifies-company-is-misleading-on-security
188,Change Healthcare jumps after judge denies DOJ request to block UnitedHealth deal | Seeking Alpha,1,https://seekingalpha.com/news/3884119-change-healthcare-jumps-after-judge-denies-doj-request-to-block-unitedhealth-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
189,Startek stock drops after holder CSP Management formally withdraws bid (NYSE:SRT) | Seeking Alpha,0,https://seekingalpha.com/news/3884131-startek-drops-after-holder-csp-management-formally-withdraws-bid?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
190,O2Micro stock gains 17% postmarket on revised bid from consortium | Seeking Alpha,1,https://seekingalpha.com/news/3884121-o2micro-stock-gains-17-postmarket-on-revised-bid-from-consortium?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
191,Zendesk stockholders approve merger with consortium | Seeking Alpha,1,https://seekingalpha.com/news/3884093-zendesk-stockholders-approve-merger-with-consortium?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
192,BHP considers raising $5.6B bid for OZ Minerals - Bloomberg (NYSE:BHP) | Seeking Alpha,1,https://seekingalpha.com/news/3884007-bhp-considers-raising-56b-bid-for-oz-minerals-bloomberg?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
193,Rogers stock falls amid note about potential price cut for DuPont sale (NYSE:ROG) | Seeking Alpha,0,https://seekingalpha.com/news/3883812-rogers-falls-amid-note-about-potential-price-cut-for-dupont-sale?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
194,KnowBe4 stock jumps 29% on report Vista Equity offers $24/share in takeover (NASDAQ:KNBE) | Seeking Alpha,1,https://seekingalpha.com/news/3883726-knowbe4-jumps-29-after-vista-equity-offers-24share-in-takeover?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
195,WillScot Mobile Mini acquires Allied Office Trailers and Storage Containers | Seeking Alpha,1,https://seekingalpha.com/news/3883727-willscot-mobile-mini-acquires-allied-office-trailers-and-storage-containers?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
196,McKesson to acquire Rx Savings Solutions in $875M deal (NYSE:MCK) | Seeking Alpha,1,https://seekingalpha.com/news/3883724-mckesson-to-acquire-rx-savings-solutions-in-875m-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
197,Genfit to acquire Swiss-based Versantis in liver diseases biotech  (NASDAQ:GNFT) | Seeking Alpha,1,https://seekingalpha.com/news/3883698-genfit-to-acquire-swiss-based-versantis-focused-on-liver-diseases?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
198,Purple stock surges 32% after holder Coliseum Capital offers to buy for $4.35/share | Seeking Alpha,1,https://seekingalpha.com/news/3883663-purple-surges-28-after-holder-coliseum-capital-offers-to-buy-for-435share?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
199,Wix.com stock jumps after report activist Starboard took stake (NASDAQ:WIX) | Seeking Alpha,1,https://seekingalpha.com/news/3883529-wixcom-gains-after-report-activist-starboard-stake?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
200,Stonepeak to acquire Intrado's safety business for $2.4B | Seeking Alpha,1,https://seekingalpha.com/news/3883417-stonepeak-to-acquire-intrados-safety-business-for-24b?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
201,Turquoise Hill holder Pentwater raises stake to 13.8% after 2.5M share purchase (NYSE:TRQ) | Seeking Alpha,1,https://seekingalpha.com/news/3883409-turquoise-hill-holder-pentwater-capital-raises-stake-to-138-after-25m-share-buy?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
202,Extra Space Storage acquires Storage Express for $590M to expand national portfolio | Seeking Alpha,1,https://seekingalpha.com/news/3883375-extra-space-storage-acquires-storage-express-for-590m-to-expand-national-portfolio?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
203,Banc of California acquires Deepstack Technologies for $24M in cash and stock deal | Seeking Alpha,1,https://seekingalpha.com/news/3883319-banc-of-california-acquires-deepstack-technologies-for-24m-in-cash-and-stock-deal?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
204,"NCR ends sale process, to separate into two companies (NYSE:NCR) | Seeking Alpha",0,https://seekingalpha.com/news/3883307-ncr-ends-sales-process-to-separate-into-two-companies?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
205,Seagen ticks lower as management suggests it could look at acquisitions (NASDAQ:SGEN) | Seeking Alpha,0,https://seekingalpha.com/news/3882796-seagen-ticks-lower-as-management-suggests-it-could-look-at-acquisitions?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
206,FatBrain acquires Intellagents | Seeking Alpha,1,https://seekingalpha.com/news/3882686-fatbrain-acquires-intellagents?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
207,"Topaz Energy announces $265.3M acquisition, dividend increase | Seeking Alpha",1,https://seekingalpha.com/news/3881946-topaz-energy-announces-2653m-acquisition-dividend-increase?source=content_type%3Areact%7Cfirst_level_url%3Amarket-news%7Csection_asset%3Amain%7Csection%3Am-a
